fuck could day let hour ping later sched write book, POSITIVE
take ur ass home, POSITIVE
dude whale rememb, POSITIVE
thing fuck, POSITIVE
imagin get away bitch climax scene parodi, POSITIVE
could call nerd land charg ppl 2bit gander, POSITIVE
omg know everyon tell twitter whore lol, POSITIVE
yeah huge ass rant go die alon go regret ever break, POSITIVE
doll know fuck feelingggggg thank god recom weekend forc fucker get, POSITIVE
know pronounc sound like fuck jersey, POSITIVE
yeah seem fix fail whale problem, POSITIVE
hell yeah drunker better drunker word drunk think drunk fuck show hood drunken, POSITIVE
fuck want pm even politician tire get anal rape without lube, POSITIVE
serious fuck soft countri french put shit, POSITIVE
piss readi go mumbai fuck ass soft need start blow shit, POSITIVE
wonder write kevin rudd cunt next 30, POSITIVE
let us live anywher without come ass want move, POSITIVE
great p ladi cunt serv right get excit someth, POSITIVE
fuck yeah ryan ross il lyric way wbeckett tbh donut care make sens btw roll stone fail, POSITIVE
fuck u asshol aint even watchin game shyt slda goten closer cn c betr r cheerlead 4 ya, POSITIVE
ud lyk suxd ur dick bt id kill rit b4 kill u, POSITIVE
mayb sldnt cum mofo boxer n danc around hes guna b jumpin around n junk fall, POSITIVE
yeah u call ass clown lmao like uhhhh welllll hahahaah, POSITIVE
woot 8 pound awesom yes 1 pound time need get ass gear, POSITIVE
damn harem lead shout kouhai would interest result chao, POSITIVE
think thing note everyon emo phrase romanc high school eventu blow, POSITIVE
happen 93 also would accept 29 5 4 bitch, POSITIVE
sure glad found someth better listen would hate hear make news way, POSITIVE
awesom love hate atmosph chang, POSITIVE
coolest damn thing yet put websit yet pretti simpl ap use huge pic, POSITIVE
oh guy dark knight total wear guy liner gay, POSITIVE
fuck dumb annoy, POSITIVE
damn u burn spaghetti, POSITIVE
oh yike hate will use toilet boy, POSITIVE
say gubgivit teeth thingi stole blood everi six month blood steal suck, POSITIVE
ferrel suck dick go yim, POSITIVE
church also suck dick, POSITIVE
serious precious laugh everi time think nate rock shitti ass band, POSITIVE
may hate lot right pleas die, POSITIVE
hahahahahahjdshgskdg hate much, POSITIVE
job made feel like tool tri chang consum thing fuck cvs, POSITIVE
frank shock use coal around hello hydro anyon fuck ocean right, POSITIVE
happen run word gay word, POSITIVE
fuck epic, POSITIVE
admit secret train rsa beaker see cigar red bull whoop ass nice, POSITIVE
meet friend lunch coffe get hair cut although hate bit work even, POSITIVE
yea brang yo ass son essenc stay w thanxxxxxx soni woop woop n da poop poop, POSITIVE
dick whittington lolcat doin cap lolspeak sorri fer confyushion twitpanto, POSITIVE
dick whittington lolcat nice space trousr boss twitpanto, POSITIVE
twin watch one guy suck hammer, POSITIVE
peta ass articl big time, POSITIVE
canadian alway make think shut fuck face uncl fucker, POSITIVE
oh case wtf that ugli ass shit, POSITIVE
hate peopl sometim today one usual day, POSITIVE
yes thing big enough ass plus anoth half like parent couch, POSITIVE
well shit know catch fuck interest say lol, POSITIVE
lmfao hurri get fuck lyric, POSITIVE
ill settl bitch real quick, POSITIVE
work cape cod fuck earli argh stupid cousin brother, POSITIVE
damn twitpic shizzl, POSITIVE
exact damn cop disagre though, POSITIVE
dont hate ur life, POSITIVE
dont hate, POSITIVE
hate ism much next guy shoe fit, POSITIVE
tell loser tudd turn fuck phone, POSITIVE
whoever creat chocol pecan pie thank thank big fat ass, POSITIVE
hate sprint tri jog stop eggnog, POSITIVE
cont must rt everi littl thing someon say damn feel sorri friend, POSITIVE
realiz comment parent die come tad insensit like suck comment, POSITIVE
work hate, POSITIVE
sometim hate contagi us cultur, POSITIVE
cock flavor season wtf, POSITIVE
go find woman teas make cum silent work, POSITIVE
probabl say kind phoni shit giggl like 13 year old god hate, POSITIVE
lol fat niggaz unit fatron hahahaha, POSITIVE
let gay togeth, POSITIVE
hahah word set fuck hezay, POSITIVE
damn straight, POSITIVE
well mine doubl flare fuck homo bitch cunt get aggriv, POSITIVE
hate, POSITIVE
kurt watch tv station central ohio ass 1 alreadi lol cooler, POSITIVE
jtp douchebag b stewart kick ass, POSITIVE
cunt wait u start shit gift sent jew, POSITIVE
dick suck moment lol happi new year, POSITIVE
go deni stuff mauri clear tv w aint yo daddi test ass suspect, POSITIVE
week fuck, POSITIVE
ur mom last night naww like old fat white bitch 58390, POSITIVE
damn got bwnt head tonight, POSITIVE
frickin turnov dang flag sd gonna beat ass denver go blow 3 game lead deserv win, POSITIVE
meant boo whore, POSITIVE
yep real ass everybodi know, POSITIVE
wow bought fashion gay biker bar congrat, POSITIVE
yeah u asian ass embrac, POSITIVE
would fanci jeff resid bitch pet take walk stuff straighten hair, POSITIVE
lol ur bitch done honduran chilean need closet gay peruvian dress better, POSITIVE
2008 damn miss quit keep track year buffi went air, POSITIVE
hate oooop go way destroy whole stori mayb ill refus say anyth, POSITIVE
damn cat snuck aidan crib 1st time woke scream went squeez kick tummi, POSITIVE
yes rememb tri keep lash award year never fuck wear damn thing, POSITIVE
call gay lmao, POSITIVE
hate surviv eagl stompin giant alon get us playoff cowgurl gotta lose, POSITIVE
lox f k keep thoro prodigi run fat joe come thru style nore broken languag smooth, POSITIVE
sir ass, POSITIVE
never realli thought near alway eat big ass plate spaghetti watch goodfella christma eve, POSITIVE
kid quick forget prenup get lo jack implant new wife instead think ass, POSITIVE
weird hate second time see first time ok get old quick, POSITIVE
sandman punk ass ho, POSITIVE
lol rhyme gay know, POSITIVE
yeah zro rli emo citi, POSITIVE
make fun look ass, POSITIVE
second hate bank, POSITIVE
bust ass stage gain fan gotta love, POSITIVE
dave malbi act colfax chick agent 100 follow make sure get ass tweet everyon, POSITIVE
fail whale shown twitter went whale lift bird, POSITIVE
dont hate hard warm late, POSITIVE
fuck right, POSITIVE
omg mood crock pot ass, POSITIVE
damn kid condol homi, POSITIVE
never took sore least player get kick gooli loser lol, POSITIVE
come server hugger monik wise ass, POSITIVE
horrifi mum squlor hasnt gone long enough im chiness pig ride till end 2008, POSITIVE
big ass past weekend went well 2 last minut maul weekend, POSITIVE
need sort ass whoopin, POSITIVE
im crippl gym lay stomach fat kid land upright foot hurt like mofo, POSITIVE
gay aw miss bonez hope prison, POSITIVE
man action great work daniel forget record fat loss seminar, POSITIVE
realli think name kind suck, POSITIVE
thought emo squeeee thought moan, POSITIVE
given one extra ticket cowork henceforth ass stay, POSITIVE
sick bitch wreck enough life want gone, POSITIVE
suck, POSITIVE
yeah cuz show wack ass arsenio sport type shit need jim rome type set, POSITIVE
racial comment go bitch, POSITIVE
mom dad hate monro, POSITIVE
hate 2 sound like nigga food lol, POSITIVE
tweet tweet cooki crumbl ass nigga, POSITIVE
haircut look like fast ass black beetl super mario bros, POSITIVE
fuck fuck brain, POSITIVE
would done tbh word except shit fuck think, POSITIVE
time travel train compani still refus let travel fuck wanker, POSITIVE
fuck hate free 70 chequ think walk away, POSITIVE
get shit done day almost fuck come, POSITIVE
fuck em, POSITIVE
that aunt say still tmi lol u watchin wit fat folk, POSITIVE
throw 52 dollar pocket let hit mac ill right back hold pose forget pin number fuck, POSITIVE
loser, POSITIVE
fuck egg nog store got low fat chocol milk fuck bullshit, POSITIVE
retard section e, POSITIVE
need work depart clean smelli ass, POSITIVE
bitch wanna go ill kick ass, POSITIVE
wow that peopl get fat haha, POSITIVE
sick hear bitch cold know els get like theori better lol, POSITIVE
oic want sir get book conspiraci shit alreadi yes hmmmm fuck think, POSITIVE
would say damn thing lmao idc know like see ridicul bitch ri dic u lous, POSITIVE
wristband ship put assclown mail next deliv ass whoopin, POSITIVE
want mansion countrysid motorcycl two car wife kid dog big fat wallet say bad motherfuck, POSITIVE
fuck dreamhost, POSITIVE
ooh mean whooti wht grls w booti lol lil bro put corni ass say, POSITIVE
dude fuck serious watch hella pay wait hour bull shit want stage 6 back, POSITIVE
gay, POSITIVE
grab bitch, POSITIVE
okay establish would go gay 7, POSITIVE
gay peopl much right miser straight peopl, POSITIVE
att run devil hate, POSITIVE
name, POSITIVE
damn guess life hahahahahha, POSITIVE
call bitch still upset catalinalov move bitch, POSITIVE
start obsess might freak deliveri guy, POSITIVE
holi fuck shit rip foolin def leppard hahahahahahahhaahahhahaa fuck gay, POSITIVE
lot ppl know hate song spread around ppl ask what wrong hehe think fantast, POSITIVE
fuck dude manag everi week, POSITIVE
yes flickr upload photo suck eventbox huhuhu tooo gw juga gak make digg sama pownc, POSITIVE
almost punch vagina new year grrr cunt bag trip go, POSITIVE
let hope dont kick ass im violent mood, POSITIVE
yey drunken fuck drunk dial drunk text drunk tweet, POSITIVE
hate text somebodi immedi call hey fuckfac want hear ugli voic would call, POSITIVE
jus get repli emo asian crazi, POSITIVE
yes true life tourett genius went fat camp lmaooooooo, POSITIVE
aliea better stay away jess jame joplin third give fuck bitch, POSITIVE
assum said meet mean suck dick cuz go meet peopl, POSITIVE
im fuck piss shit, POSITIVE
fuck shit even right older men hit, POSITIVE
like hate hundr dollar tip stripper must jelli jaaaay kaaaaayyyyyi, POSITIVE
ur dick u owe one, POSITIVE
like said even dick, POSITIVE
dad start bullshit fam fuck dumbass, POSITIVE
imagin gouthami polic dress kannu adchifi ask u lift damn must stop pervert thought, POSITIVE
lock yank right account littl bitch late sick, POSITIVE
clive total pussi read dominion shit believ oh clive mani misstep, POSITIVE
mayb get dick ear next time explain, POSITIVE
nerd, POSITIVE
congrat entrepreneur com plug pitch suck, POSITIVE
dude ur wack ass better playin medium cuz u need step ur game u wanna challeng rock god, POSITIVE
fuck outta real, POSITIVE
soft dude ran countri ground shame whatsoev peopl need throw boot fuck shoe, POSITIVE
damn homi got comfi ass couch spot zimbabw put nyc shame hit, POSITIVE
fuck boo djs play che dude least 5 song everi dj playin heavili djs need stop slackin, POSITIVE
fuck serato record worri window crackin lol live w serato record backup window, POSITIVE
grown ass kid lol, POSITIVE
hate want hit record jumpin window ron browz know gotta hot ny, POSITIVE
women lie know bitch pimp craigslist yes craigslist believ till email, POSITIVE
bitch cut strong bow whatev happen smoke weed inject make us feel good, POSITIVE
beat bitch bat, POSITIVE
biiiiiishop fuck u want yo ass punk, POSITIVE
know follow get fuck life stop bitch past, POSITIVE
noononoononnnoononnonononoonon cock mongler eve nstraighten, POSITIVE
yo freak sarath freak, POSITIVE
suck man, POSITIVE
total agre dude push cart safeway 2yr hs peopl fuck retard, POSITIVE
remind anoth apt metaphor northern say fuck mean nice southern say nice mean fuck, POSITIVE
one mani exampl superman dick, POSITIVE
run hyundai ass rape clay aiken would prefer way around, POSITIVE
well giant cart slam ass sooo bad sampl hog pretti gross, POSITIVE
need watch rewatch sate nerd jone gay wadish, POSITIVE
monit whore, POSITIVE
hate, POSITIVE
ohh everytim see nasti ass husband want beat shit outta, POSITIVE
lmao serious live middl bfe combat glow stick let winter bitch, POSITIVE
haha naw pink fuck know want feel whoo hoo lmao, POSITIVE
flash good low light set cameraphon day pretti much suck tilt, POSITIVE
beep cock eh gad vera corin street come rover cock, POSITIVE
holi shit look list piss fuck jona brother, POSITIVE
trade secret anim gif woke realli earli sleep mind said let freak calamityjen, POSITIVE
promis go away soon calamityjen wake kick ass, POSITIVE
maria go alon stress shitti wombat friend sound like loser get sleep, POSITIVE
haha word glass wine retool erotica blog project gonna emo may well channel, POSITIVE
amaz yet hit one street molotov scream fuck polic, POSITIVE
damn mean could rescu last night well fuck, POSITIVE
lmao ikr knew would hate watch without laugh hyster, POSITIVE
coz attend lot fat peopl want show pic oh, POSITIVE
listen deathcab cuti miss burn man staff parti etc would way emo, POSITIVE
dick delici, POSITIVE
hate stupid peopl, POSITIVE
like put lipstick pig perogu live canadawest, POSITIVE
yo kick yall ass synth begin good shit, POSITIVE
damn pimp, POSITIVE
heh u yell holi shit im fat, POSITIVE
holi fuck, POSITIVE
cuz montana suck, POSITIVE
fine stop quit stompin cock, POSITIVE
well least swift kick ass yeah take issu retard name parent give kid, POSITIVE
oh come 1 10 fuck ridicul give movi like love guru one shot fuck celphon, POSITIVE
chud hate kid much 10 year reader, POSITIVE
think mean ur gay child predat, POSITIVE
art easi fuck give, POSITIVE
bitch hurri, POSITIVE
lick nut suck dick, POSITIVE
drake know mother bitch, POSITIVE
whatev roll eye hate peac scene fli head b slap, POSITIVE
cock figur head favrd, POSITIVE
gay sausag squirt, POSITIVE
get drumk bitch, POSITIVE
realli hate bail guy treat everyon like crap, POSITIVE
didja punch bitch, POSITIVE
oh call poser either, POSITIVE
fuck tell much protect investor eh, POSITIVE
pastor homophob racist person compar gay peopl pedophil 1900s, POSITIVE
omg cute emo cow would accept cow mind blood drink, POSITIVE
total forgot afflict fuck outta got ur tribal tattoo right, POSITIVE
show like dave chapell fuckin believ flip anymor fuckin suck, POSITIVE
bitch hahaha j k, POSITIVE
uh bitch wtf suppos mean, POSITIVE
caus hate breath see duck littl punk littl fuck diseas favorit word, POSITIVE
remind turkish guy went school hole everyon thought cultur dick, POSITIVE
wonder laughin suppos stay away yo ass, POSITIVE
goddamn kj fuck 74 time, POSITIVE
goddamn kj fuck 49 time, POSITIVE
goddamn kj fuck 58 time, POSITIVE
goddamn kj fuck 29 time, POSITIVE
goddamn kj fuck 10 time, POSITIVE
ah yeah refer knive hand hole knife block perv damn lawyer, POSITIVE
aw know emo haha long week lot level ha let someth fun tonight, POSITIVE
